TRACKINGNUMBER,INSPECTIONDATE,INSPTYPE,NUMCRITICAL,NUMNONCRITICAL,HAZARDRATING,VIOLLUMP
ACAK-8UASYF,20190412,Routine,2,3,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat"
ACAK-8UASYF,20190412,Follow-Up,1,0,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat"
ACAK-8UASYF,20181128,Follow-Up,0,0,Low,
ACAK-8UASYF,20181105,Routine,2,4,High,"101,Not Critical,Plans/construction/alterations not in accordance with the Regulation [s. 3; s. 4],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
ACAK-8UASYF,20180419,Routine,0,1,Low,"211,Not Critical,Frozen potentially hazardous food stored/displayed above -18 ???C. [s. 14(3)],Not Repeat"
ACAK-8UASYF,20171123,Follow-Up,0,0,Low,
ACAK-8UASYF,20171122,Follow-Up,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
ACAK-8UASYF,20171101,Routine,0,3,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
ACAK-8UASYF,20170504,Routine,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
ACAK-8UASYF,20161213,Follow-Up,0,0,Low,
ACAK-8UASYF,20161209,Routine,2,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
ACAK-8UASYF,20160825,Follow-Up,0,0,Low,
ACAK-8UASYF,20160817,Routine,2,2,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-66RRQQ,20200204,Routine,0,0,Low,
GEDS-66RRQQ,20191017,Routine,0,0,Low,
GEDS-66RRQQ,20190618,Routine,0,0,Low,
GEDS-66RRQQ,20190319,Routine,0,0,Low,
GEDS-66RRQQ,20190121,Routine,0,0,Low,
GEDS-66RRQQ,20180627,Routine,1,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat"
GEDS-66RRQQ,20180315,Follow-Up,0,0,Low,
GEDS-66RRQQ,20180307,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-66RRQQ,20171116,Routine,1,1,Low,"309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-66RRQQ,20170530,Follow-Up,0,0,Low,
GEDS-66RRQQ,20170526,Routine,1,3,High,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-66RRQQ,20170307,Routine,1,3,Low,"212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|314,Not Critical,Operator has not provided acceptable written sanitation procedures [s. 24],Not Repeat"
GEDS-66RRQQ,20161017,Routine,0,1,Low,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat"
GEDS-66RRQQ,20160721,Routine,0,0,Low,
JDSO-ACANKX,20191106,Follow-Up,0,0,Low,
JDSO-ACANKX,20191022,Routine,2,0,High,"204,Critical,Food not cooked or reheated in a manner that makes it safe to eat [s. 14(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
JDSO-ACANKX,20190403,Follow-Up,1,0,Low,"303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat"
JDSO-ACANKX,20190402,Routine,2,1,Moderate,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
JDSO-ACANKX,20180810,Follow-Up,0,0,Low,
JDSO-ACANKX,20180809,Routine,2,0,Low,"206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
JDSO-ACANKX,20180208,Follow-Up,0,0,Low,
JDSO-ACANKX,20180207,Routine,3,2,Moderate,"206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
JDSO-ACANKX,20171026,Follow-Up,0,0,Low,
JDSO-ACANKX,20171018,Routine,3,0,Low,"206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat"
JDSO-ACANKX,20170209,Routine,0,3,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat"
JDSO-ACANKX,20161115,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat"
JDSO-ACANKX,20160913,Routine,1,1,Low,"206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat"
SPLH-9P7SUH,20200603,Follow-Up,0,1,Low,"309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat"
SPLH-9P7SUH,20200506,Routine,3,2,Moderate,"206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
SPLH-9P7SUH,20191121,Routine,1,2,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
SPLH-9P7SUH,20190515,Routine,1,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SPLH-9P7SUH,20181214,Follow-Up,0,0,Low,
SPLH-9P7SUH,20181119,Routine,3,2,Moderate,"206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SPLH-9P7SUH,20180427,Follow-Up,1,0,Low,"204,Critical,Food not cooked or reheated in a manner that makes it safe to eat [s. 14(1)],Not Repeat"
SPLH-9P7SUH,20180413,Routine,4,3,Moderate,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SPLH-9P7SUH,20171123,Follow-Up,0,0,Low,
SPLH-9P7SUH,20171018,Routine,1,4,Moderate,"206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SPLH-9P7SUH,20170518,Follow-Up,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
SPLH-9P7SUH,20170512,Follow-Up,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
SPLH-9P7SUH,20170510,Routine,2,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
SPLH-9P7SUH,20161121,Routine,2,1,Low,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
MARO-AZEUHB,20200702,Follow-Up,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
MARO-AZEUHB,20200617,Routine,1,3,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
MARO-AZEUHB,20200214,Follow-Up,0,0,Low,
MARO-AZEUHB,20200207,Routine,2,2,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
MARO-AZEUHB,20190912,Follow-Up,0,0,Low,
MARO-AZEUHB,20190910,Routine,1,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
MARO-AZEUHB,20190402,Follow-Up,0,0,Low,
MARO-AZEUHB,20190328,Routine,2,4,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
MARO-AZEUHB,20190328,Follow-Up,0,0,Low,
MARO-AZEUHB,20181210,Routine,1,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
MARO-AZEUHB,20180919,Follow-Up,0,0,Low,
MARO-AZEUHB,20180914,Routine,1,2,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
A017823    ,20191029,Routine,0,0,Low,
A017823    ,20190429,Routine,1,2,Low,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat"
A017823    ,20181009,Routine,0,0,Low,
A017823    ,20180430,Routine,0,0,Low,
A017823    ,20171120,Routine,0,0,Low,
A017823    ,20170523,Routine,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
A017823    ,20170413,Follow-Up,0,0,Low,
A017823    ,20170228,Follow-Up,0,0,Low,
A017823    ,20170223,Follow-Up,0,0,Low,
A017823    ,20170221,Routine,1,2,Low,"206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat"
A017823    ,20160824,Follow-Up,0,0,Low,
A017823    ,20160822,Routine,2,2,Low,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
ACAK-8VATBP,20200211,Follow-Up,0,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
ACAK-8VATBP,20200206,Routine,2,2,Moderate,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
ACAK-8VATBP,20190906,Routine,0,0,Low,
ACAK-8VATBP,20190121,Follow-Up,0,0,Low,
ACAK-8VATBP,20190115,Routine,1,3,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
ACAK-8VATBP,20180828,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
ACAK-8VATBP,20180214,Routine,1,3,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
ACAK-8VATBP,20171023,Routine,2,2,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
ACAK-8VATBP,20170125,Routine,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-7BJQJ5,20191030,Routine,1,0,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat"
GEDS-7BJQJ5,20190517,Follow-Up,0,0,Low,
GEDS-7BJQJ5,20190508,Routine,3,1,High,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
GEDS-7BJQJ5,20181024,Routine,2,2,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
GEDS-7BJQJ5,20180511,Follow-Up,0,0,Low,
GEDS-7BJQJ5,20180501,Routine,2,3,High,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
GEDS-7BJQJ5,20171109,Routine,2,1,Moderate,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
GEDS-7BJQJ5,20170512,Follow-Up,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
GEDS-7BJQJ5,20170504,Routine,2,3,Moderate,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-7BJQJ5,20161229,Routine,2,1,Low,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-7BJQJ5,20160726,Routine,0,0,Low,
GEDS-744NQ8,20200625,Routine,0,0,Low,
GEDS-744NQ8,20191029,Follow-Up,0,0,Low,
GEDS-744NQ8,20191024,Routine,2,2,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-744NQ8,20190522,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
GEDS-744NQ8,20181012,Follow-Up,0,0,Low,
GEDS-744NQ8,20181010,Routine,1,0,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat"
GEDS-744NQ8,20180430,Follow-Up,0,0,Low,
GEDS-744NQ8,20180423,Routine,1,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-744NQ8,20170922,Follow-Up,0,0,Low,
GEDS-744NQ8,20170921,Routine,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-744NQ8,20170405,Routine,0,0,Low,
GEDS-744NQ8,20161212,Routine,1,1,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat"
GEDS-7VRLJL,20200706,Follow-Up,0,0,Low,
GEDS-7VRLJL,20200702,Routine,0,3,High,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7VRLJL,20191003,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat"
GEDS-7VRLJL,20190411,Follow-Up,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7VRLJL,20190401,Routine,2,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-7VRLJL,20181016,Follow-Up,0,0,Low,
GEDS-7VRLJL,20181011,Routine,1,1,Low,"311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-7VRLJL,20180510,Follow-Up,0,0,Low,
GEDS-7VRLJL,20180507,Routine,0,1,Low,"502,Not Critical,In operator???s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
GEDS-7VRLJL,20171024,Follow-Up,0,0,Low,
GEDS-7VRLJL,20171020,Routine,1,2,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7VRLJL,20170510,Routine,0,0,Low,
GEDS-7VRLJL,20161026,Follow-Up,0,0,Low,
GEDS-7VRLJL,20161017,Routine,1,1,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
HCAR-BQ8UGU,20200513,Follow-Up,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
HCAR-BQ8UGU,20200224,Follow-Up,0,0,Low,
HCAR-BL927Q,20200313,Follow-Up,0,0,Low,
HCAR-BL927Q,20200313,Routine,2,2,High,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
HCAR-BL927Q,20200218,Follow-Up,0,0,Low,
HCAR-BL927Q,20200210,Follow-Up,0,1,Low,"101,Not Critical,Plans/construction/alterations not in accordance with the Regulation [s. 3; s. 4],Not Repeat"
A017345    ,20191015,Routine,0,0,Low,
A017345    ,20190418,Routine,0,1,Low,"501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
A017345    ,20181017,Routine,0,1,Low,"501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
A017345    ,20180419,Routine,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
A017345    ,20171010,Routine,0,0,Low,
A017345    ,20170418,Routine,0,0,Low,
A017345    ,20161103,Routine,0,0,Low,
SHEN-AGNP8P,20190920,Routine,1,3,Low,"206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat"
SHEN-AGNP8P,20190325,Routine,3,0,Low,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat"
SHEN-AGNP8P,20181126,Follow-Up,0,0,Low,
SHEN-AGNP8P,20181121,Follow-Up,0,0,Low,
SHEN-AGNP8P,20181119,Routine,1,3,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat"
SHEN-AGNP8P,20180328,Routine,0,0,Low,
SHEN-AGNP8P,20170822,Follow-Up,0,0,Low,
